id,fecha_inicial,estado_encuesta,paraje,cantidad_personas
652,2021-09-29,Imposibilitada,paaj muyoj,0
653,2021-09-29,Completa,paaj muyoj,7
654,2021-09-29,Completa,paaj muyoj,4
655,2021-09-29,Imposibilitada,paaj muyoj,0
656,2021-09-24,Completa,caspi cuchuna,1
657,2021-09-24,Completa,caspi cuchuna,2
658,2021-09-24,,caspi cuchuna,4
659,2021-09-25,Completa,santa elena,5
660,2021-09-25,Completa,santa elena,4
661,2021-09-25,Completa,santa elena,5
662,2021-09-22,Completa,caspi cuchuna,3
663,2021-09-22,Completa,caspi cuchuna,7
664,2021-09-24,Completa,caspi cuchuna,1
665,2021-09-22,Completa,caspi cuchuna,2
666,2021-09-24,,caspi cuchuna,2
667,2021-09-24,Completa,caspi cuchuna,4
668,2021-11-24,Completa,punta pozo,4
669,2021-10-06,Completa,cruz pozo,3
670,2021-10-08,Completa,cruz pozo,5
671,2021-10-08,Completa,ave maría,7
672,2021-10-08,Completa,cruz pozo,4
673,2021-10-08,Completa,ave maría,10
674,2021-10-19,Completa,ave maría,5
675,2021-10-06,Completa,cruz pozo,1
676,2021-10-06,Completa,cruz pozo,9
677,2021-10-06,Completa,cruz pozo,2
678,2021-10-06,Completa,cruz pozo,8
679,2021-10-06,Completa,cruz pozo,4
680,2021-10-06,Completa,,5
681,2021-10-06,Completa,cruz pozo,8
682,2021-09-29,Completa,retiro,1
683,2021-10-06,,tala pozo,8
684,2021-10-06,Completa,,1
685,2021-10-06,Completa,tala pozo,15
686,2021-09-29,Completa,carmona,5
687,2021-09-29,Completa,carmona,3
688,2021-09-29,Completa,retiro,7
689,2021-09-29,Completa,carmona,7
690,2021-09-29,Completa,,8
691,2021-09-29,Completa,,3
692,2021-09-27,Completa,tio alto,2
693,2021-09-27,Completa,san josé / saladillo,4
694,2021-09-13,Completa,la costa,3
695,2021-09-13,Completa,la costa,3
696,2021-09-15,Completa,la costa,5
697,2021-09-15,Completa,la costa,6
698,2021-09-15,Completa,la costa,5
699,2021-09-15,Completa,la costa,2
700,2021-09-07,Completa,colonia real sur,3
701,2021-09-07,Completa,colonia real sur,5
702,2021-09-07,Completa,navicha,2
703,2021-09-07,Completa,navicha,2
704,2021-09-07,Completa,navicha,2
705,2021-09-08,Completa,navicha,4
706,2021-12-01,Completa,san antonio oeste,1
707,2021-12-01,,libanesa chica,0
708,2021-12-01,Completa,libanesa chica,5
709,2021-12-02,Imposibilitada,salvia paso,0
710,2021-12-01,Completa,san antonio oeste,6
711,2021-12-02,Completa,salvia paso,3
712,2021-11-30,Completa,hurmanita estancia / lote 2,2
713,2021-12-01,Completa,san antonio oeste,4
714,2021-12-01,Completa,san antonio oeste,5
715,2021-12-01,Completa,san antonio oeste,1
716,2021-12-01,Completa,san antonio oeste,2
717,2021-12-01,Completa,san antonio oeste,2
718,2021-11-29,Completa,yacasnioj,1
719,2021-11-30,Imposibilitada,hurmanita estancia / lote 2,0
720,2021-11-30,Imposibilitada,hurmanita estancia / lote 2,0
721,2021-11-30,Imposibilitada,hurmanita estancia / lote 2,0
722,2021-11-30,Completa,hurmanita estancia / lote 2,3
723,2021-11-30,Imposibilitada,,0
724,2021-11-26,Completa,cañitas puerta,3
725,2021-11-26,Completa,cañitas puerta,4
726,2021-11-29,Imposibilitada,yacasnioj,0
727,2021-11-29,Completa,el tope,1
728,2021-11-29,Imposibilitada,yacasnioj,0
729,2021-09-16,Completa,san roque,5
730,2021-09-16,Completa,san roque,6
731,2021-09-16,Completa,san roque,6
732,2021-09-22,Imposibilitada,caspi cuchuna,0
733,2021-09-24,Completa,tusca pozo,1
734,2021-09-22,Completa,caspi cuchuna,3
735,2021-09-14,Completa,san roque,4
736,2021-09-15,,san roque,3
737,2021-09-16,Completa,san roque,4
738,2021-09-16,Completa,san roque,2
739,2021-09-16,,san roque,3
740,2021-09-16,Completa,san roque,5
741,2021-09-14,Imposibilitada,punta pozo,0
742,2021-09-15,Completa,manquitallo,2
743,2021-09-15,Completa,manquitallo,4
744,2021-09-14,Completa,san roque,7
745,2021-09-14,Completa,san roque,10
746,2021-09-09,Completa,tusca pozo,7
747,2021-09-08,,tusca pozo,5
748,2021-09-14,Completa,,5
749,2021-09-14,Completa,punta pozo,2
750,2021-09-14,Completa,punta pozo,8
751,2021-09-09,Completa,tusca pozo,2
752,2021-09-07,Completa,chuña pampa,3
753,2021-09-09,Completa,tusca pozo,3
754,2021-09-08,Completa,tusca pozo,4
755,2021-09-09,Completa,tusca pozo,3
756,2021-09-08,Completa,tusca pozo,1
757,2021-09-08,Completa,navicha,2
758,2021-09-08,Completa,navicha,2
759,2021-09-07,,tronco blanco,0
760,2021-09-07,Imposibilitada,tronco blanco,0
761,2021-09-07,Completa,colonia real sur,10
762,2021-09-06,Completa,lote 1,1
763,2021-09-06,Completa,lote 1,2
764,2021-09-06,Completa,,9
765,2021-09-07,Completa,navicha,2
766,2021-09-07,Completa,navicha,4
767,2021-12-09,Completa,la martona,3
768,2021-12-09,Completa,la martona,2
769,2021-12-09,Completa,la martona,5
770,2021-12-09,Completa,la martona,1
771,2021-12-09,,la martona,0
772,2021-12-09,Completa,la martona,5
773,2021-12-09,Completa,,3
774,2021-12-09,Completa,la martona,6
775,2021-12-09,Completa,la martona,4
776,2021-12-07,Imposibilitada,la martona,0
777,2021-12-07,Imposibilitada,la martona,0
778,2021-12-07,Completa,colonia libanesa,1
779,2021-12-07,Completa,,3
780,2021-12-07,Completa,la martona,13
781,2021-12-09,Completa,la martona,1
782,2021-12-03,Completa,km 5,1
783,2021-12-03,Completa,km 5,3
784,2021-12-03,Completa,la martona,2
785,2021-12-03,Completa,km 5,1
786,2021-12-03,Completa,la martona,4
787,2021-12-03,Completa,km 5,7
788,2021-12-01,Completa,san antonio oeste,5
789,2021-12-01,Completa,san antonio oeste,3
790,2021-12-01,Completa,san antonio oeste,2
791,2021-12-01,Completa,libanesa chica,1
792,2021-12-01,,san antonio oeste,6
793,2021-12-01,Completa,san antonio oeste,6
794,2021-09-07,Completa,navicha,1
795,2021-12-01,Completa,san antonio oeste,2
796,2021-12-01,Completa,san antonio oeste,3
797,2021-12-01,Completa,san antonio oeste,5
798,2021-12-01,Imposibilitada,san antonio oeste,0
799,2021-12-01,Completa,libanesa chica,1
800,2021-12-01,Completa,libanesa chica,1
801,2021-12-01,Completa,,3
802,2021-12-01,Completa,san antonio oeste,2
803,2021-12-01,,san antonio oeste,5
804,2021-11-29,Completa,yacasnioj,5
805,2021-11-29,Completa,yacasnioj,3
806,2021-11-30,Completa,hurmanita estancia / lote 2,6
807,2021-11-30,Completa,hurmanita estancia / lote 2,1
808,2021-11-30,Completa,hurmanita estancia / lote 2,1
809,2021-11-30,Completa,hurmanita estancia / lote 2,4
810,2021-11-26,Completa,cañitas puerta,8
811,2021-11-26,Completa,cañitas puerta,6
812,2021-11-29,Completa,yacasnioj,2
813,2021-11-29,Completa,,7
814,2021-11-29,Completa,yacasnioj,4
815,2021-11-25,Completa,cañitas puerta,7
816,2021-11-25,Completa,cañitas puerta,2
817,2021-11-26,Completa,cañitas puerta,1
818,2021-11-26,Completa,cañitas puerta,3
819,2021-11-26,Completa,cañitas puerta,4
820,2021-11-26,Completa,cañitas puerta,5
821,2021-11-24,Completa,colonia libanesa,8
822,2021-11-24,Completa,colonia libanesa,2
823,2021-11-24,Completa,colonia libanesa,2
824,2021-11-24,Completa,colonia libanesa,7
825,2021-11-25,Completa,cañitas puerta,7
826,2021-11-25,Imposibilitada,,0
827,2021-11-11,Completa,matadero,2
828,2021-11-30,Completa,colonia libanesa,1
829,2021-11-30,Completa,colonia libanesa,1
830,2021-11-30,Completa,km 5,3
831,2021-11-30,Completa,,2
832,2021-12-01,Completa,san antonio oeste,1
833,2021-12-01,Completa,san antonio oeste,6
834,2021-11-26,Completa,la martona,5
835,2021-11-26,Completa,la martona,3
836,2021-11-26,Completa,la martona,6
837,2021-11-26,Completa,colonia libanesa,1
838,2021-11-30,,colonia libanesa,1
839,2021-11-30,Completa,colonia libanesa,1
840,2021-11-25,Completa,la martona,4
841,2021-11-26,Imposibilitada,la martona,0
842,2021-11-26,Completa,colonia libanesa,2
843,2021-11-26,Completa,colonia libanesa,3
844,2021-11-26,Completa,la martona,3
845,2021-11-26,Imposibilitada,colonia libanesa,0
846,2021-11-25,Completa,la martona,1
847,2021-11-25,Completa,colonia libanesa,3
848,2021-11-25,Completa,colonia libanesa,2
849,2021-11-25,Completa,,1
850,2021-11-25,Completa,la martona,4
851,2021-11-25,Completa,colonia libanesa,1
852,2021-11-24,Completa,colonia libanesa,4
853,2021-11-24,Completa,la martona,2
854,2021-11-24,Completa,colonia libanesa,3
855,2021-11-24,Completa,colonia libanesa,3
856,2021-11-25,Imposibilitada,colonia libanesa,0
857,2021-11-25,Completa,la martona,4
858,2021-11-24,Completa,colonia libanesa,2
859,2021-11-24,,colonia libanesa,6
860,2021-11-24,Completa,colonia libanesa,1
861,2021-09-27,Completa,san josé / saladillo,4
862,2021-09-27,Completa,san josé / saladillo,4
863,2021-09-29,Completa,retiro,4
864,2021-09-27,Completa,san josé / saladillo,4
865,2021-09-27,Completa,san josé / saladillo,5
866,2021-09-27,Completa,san josé / saladillo,2
867,2021-09-27,Completa,san josé / saladillo,2
868,2021-09-27,Completa,san josé / saladillo,6
869,2021-09-25,Completa,totora,3
870,2021-09-25,Completa,totora,1
871,2021-09-25,Completa,tagan,5
872,2021-09-25,Completa,tagan,5
873,2021-09-27,Completa,san josé / saladillo,4
874,2021-09-27,,san josé / saladillo,2
875,2021-09-25,Completa,totora,6
876,2021-09-25,Imposibilitada,totora,0
877,2021-09-25,Completa,totora,4
878,2021-09-25,,totora,4
879,2021-09-25,Completa,totora,2
880,2021-09-25,Completa,totora,4
881,2021-09-16,Completa,toropan,7
882,2021-09-16,Completa,tio alto,1
883,2021-09-16,Completa,toropan,9
884,2021-09-16,,tio alto,1
885,2021-09-16,Completa,tio alto,4
886,2021-09-25,Completa,totora,2
887,2021-09-16,Completa,tio alto,1
888,2021-09-16,Completa,tio alto,2
889,2021-09-16,Completa,tio alto,7
890,2021-09-16,Completa,,7
891,2021-09-16,Completa,tio alto,3
892,2021-09-16,,tio alto,6
893,2021-09-16,,tio alto,1
894,2021-11-29,Completa,yacasnioj,3
895,2021-11-26,Completa,cañitas puerta,3
896,2021-11-26,Completa,cañitas puerta,5
897,2021-11-26,Completa,cañitas puerta,6
898,2021-11-26,Completa,cañitas puerta,4
899,2021-11-26,Completa,cañitas puerta,6
900,2021-11-26,Completa,cañitas puerta,3
901,2021-11-25,Imposibilitada,icaño oeste,0
902,2021-11-25,Completa,yacasnioj,2
903,2021-11-25,Completa,yacasnioj,1
904,2021-11-25,Completa,el molino,1
905,2021-11-25,Completa,yacasnioj,7
906,2021-11-26,Completa,cañitas puerta,5
907,2021-11-24,Completa,cañitas puerta,5
908,2021-11-24,Imposibilitada,cañitas puerta,0
909,2021-11-24,Completa,,2
910,2021-11-24,Completa,cañitas puerta,1
911,2021-11-24,Completa,cañitas puerta,7
912,2021-11-24,,cañitas puerta,3
913,2021-11-18,Completa,cañitas puerta,1
914,2021-11-18,Completa,cañitas puerta,2
915,2021-11-18,Completa,cañitas puerta,2
916,2021-11-18,Completa,cañitas puerta,6
917,2021-11-18,Completa,cañitas puerta,4
918,2021-11-18,Completa,cañitas puerta,5
919,2021-11-11,Completa,el molino,4
920,2021-11-17,Completa,cañitas puerta,2
921,2021-11-17,Completa,cañitas puerta,1
922,2021-11-17,Completa,cañitas puerta,3
923,2021-11-17,Completa,cañitas puerta,6
924,2021-11-17,Completa,cañitas puerta,1
925,2021-11-11,Imposibilitada,icaño oeste,0
926,2021-11-11,Completa,el molino,6
927,2021-11-11,Completa,el molino,6
928,2021-11-11,Completa,el molino,3
929,2021-11-11,,el molino,2
930,2021-11-11,Completa,yacasnioj,3
931,2021-11-08,Imposibilitada,el tope,0
932,2021-11-09,Imposibilitada,yacasnioj,0
933,2021-11-09,Completa,yacasnioj,1
934,2021-11-09,Completa,yacasnioj,4
935,2021-11-09,Completa,yacasnioj,3
936,2021-11-08,Imposibilitada,el tope,0
937,2021-11-08,Imposibilitada,el tope,0
938,2021-11-08,Imposibilitada,el tope,0
939,2021-11-08,Completa,el tope,5
940,2021-11-08,Completa,el tope,1
941,2021-11-08,Completa,el tope,7
942,2021-10-25,Completa,icaño oeste,3
943,2021-10-25,Imposibilitada,icaño oeste,0
944,2021-10-25,Completa,,1
945,2021-10-28,Completa,el tope,5
946,2021-10-28,Completa,el tope,6
947,2021-10-28,Completa,el tope,4
948,2021-10-21,,icaño oeste,2
949,2021-10-21,Completa,icaño oeste,1
950,2021-10-21,Completa,icaño oeste,4
951,2021-10-21,Completa,icaño oeste,2
952,2021-10-21,Completa,icaño oeste,4
953,2021-10-25,Completa,icaño oeste,7
954,2021-10-19,Completa,colonia alcira / el 20,0
955,2021-10-19,En proceso,colonia alcira / el 20,1
956,2021-10-19,Completa,colonia alcira / el 20,7
957,2021-10-19,Completa,colonia alcira / el 20,4
958,2021-10-19,Completa,colonia alcira / el 20,6
959,2021-10-21,Imposibilitada,icaño oeste,0
960,2021-10-18,Completa,las cañas,5
961,2021-10-18,Completa,las cañas,8
962,2021-10-18,Completa,las cañas,4
963,2021-10-18,Completa,vacasnioj sur,5
964,2021-10-18,Completa,las cañas,8
965,2021-10-19,Completa,colonia alcira / el 20,2
966,2021-10-18,Imposibilitada,las cañas,0
967,2021-10-18,Completa,las cañas,2
968,2021-10-18,Completa,las cañas,5
969,2021-10-18,Completa,las cañas,1
970,2021-10-18,Completa,las cañas,3
971,2021-10-18,Completa,las cañas,3
972,2021-10-07,Completa,,5
973,2021-10-07,Completa,icaño oeste,2
974,2021-10-07,Completa,icaño oeste,4
975,2021-10-18,Completa,las cañas,3
976,2021-10-18,Completa,las cañas,5
977,2021-10-04,Completa,vacasnioj,4
978,2021-10-04,Completa,vacasnioj,3
979,2021-10-07,Imposibilitada,yacasnioj,0
980,2021-10-07,Completa,icaño oeste,3
981,2021-10-07,Completa,icaño oeste,4
982,2021-09-16,Completa,vacasnioj sur,4
983,2021-09-16,Completa,vacasnioj sur,5
984,2021-10-04,Completa,vacasnioj,5
985,2021-10-04,Completa,vacasnioj,6
986,2021-10-04,Completa,vacasnioj,1
987,2021-10-04,Completa,vacasnioj,5
988,2021-09-22,Completa,vacasnioj,4
989,2021-09-22,Completa,vacasnioj,6
990,2021-09-23,Completa,vacasnioj,8
991,2021-09-23,Completa,vacasnioj,5
992,2021-09-23,Completa,vacasnioj,13
993,2021-09-23,Completa,vacasnioj,5
994,2021-09-17,Completa,lote 5,5
995,2021-09-17,Completa,lote 5,3
996,2021-09-17,Completa,lote 5,2
997,2021-09-17,Completa,lote 5,5
998,2021-11-11,Completa,matadero,4
999,2021-11-24,Completa,colonia libanesa,6
1000,2021-11-24,Completa,colonia libanesa,1
1001,2021-11-24,Completa,colonia libanesa,1
1002,2021-11-24,Completa,colonia libanesa,1
1003,2021-11-09,Completa,matadero,5
1004,2021-11-09,Completa,matadero,4
1005,2021-11-09,Completa,matadero,4
1006,2021-11-09,Completa,matadero,5
1007,2021-11-11,Completa,matadero,4
1008,2021-11-11,Completa,matadero,3
1009,2021-10-18,,las cañas,5
1010,2021-10-18,Completa,las cañas,3
1011,2021-10-19,Completa,colonia alcira / el 20,3
1012,2021-10-19,Completa,colonia alcira / el 20,6
1013,2021-11-09,Completa,icaño sur,5
1014,2021-11-09,Completa,icaño sur,6
1015,2021-10-19,Completa,colonia alcira / el 20,3
1016,2021-10-18,Completa,las cañas,7
1017,2021-10-19,Completa,colonia alcira / el 20,1
1018,2021-10-19,Completa,colonia alcira / el 20,3
1019,2021-10-19,Completa,colonia alcira / el 20,4
1020,2021-10-18,,las cañas,6
1021,2021-10-18,Completa,las cañas,6
1022,2021-10-18,Completa,las cañas,1
1023,2021-10-18,Completa,las cañas,11
1024,2021-10-18,Completa,las cañas,4
1025,2021-10-18,Completa,las cañas,6
1026,2021-10-18,Completa,las cañas,4
1027,2021-10-06,Completa,colonia alcira / el 20,5
1028,2021-10-06,Completa,colonia alcira / el 20,8
1029,2021-10-06,Completa,,2
1030,2021-10-06,Completa,colonia alcira / el 20,4
1031,2021-10-06,Completa,colonia alcira / el 20,4
1032,2021-10-13,Completa,juventud,4
1033,2021-10-05,Completa,colonia alcira / el 20,4
1034,2021-10-06,Completa,colonia alcira / el 20,3
1035,2021-10-05,Completa,colonia alcira / el 20,3
1036,2021-10-06,Completa,colonia alcira / el 20,1
1037,2021-10-06,Completa,colonia alcira / el 20,3
1038,2021-10-06,Completa,colonia alcira / el 20,9
1039,2021-09-23,,juventud,1
1040,2021-09-21,Completa,juventud,4
1041,2021-09-21,Completa,juventud,6
1042,2021-09-21,Completa,juventud,4
1043,2021-10-06,Completa,colonia alcira / el 20,3
1044,2021-10-06,Completa,colonia alcira / el 20,3
1045,2021-09-23,Completa,,3
1046,2021-09-23,Completa,juventud,2
1047,2021-09-23,Completa,juventud,2
1048,2021-09-23,Completa,juventud,6
1049,2021-09-23,,juventud,9
1050,2021-09-23,Completa,juventud,6
1051,2021-09-22,,juventud,2
1052,2021-09-22,Completa,juventud,1
1053,2021-09-22,Completa,juventud,5
1054,2021-09-23,Completa,juventud,1
1055,2021-09-23,Imposibilitada,juventud,0
1056,2021-09-23,Completa,juventud,1
1057,2021-09-17,Completa,vacasnioj sur,6
1058,2021-09-21,Completa,juventud,3
1059,2021-09-21,Completa,juventud,3
1060,2021-09-21,Completa,juventud,8
1061,2021-09-22,Completa,,1
1062,2021-09-22,Completa,juventud,3
1063,2021-09-16,Completa,vacasnioj sur,1
1064,2021-09-17,Imposibilitada,vacasnioj sur,0
1065,2021-09-17,Imposibilitada,vacasnioj sur,0
1066,2021-09-17,Completa,vacasnioj sur,6
1067,2021-09-17,Completa,vacasnioj sur,3
1068,2021-09-17,Completa,vacasnioj sur,2
1069,2021-09-14,Completa,navicha,5
1070,2021-11-24,,colonia libanesa,2
1071,2021-11-24,Completa,colonia libanesa,4
1072,2021-11-24,Completa,colonia isla,1
1073,2021-11-19,Imposibilitada,km 5,0
1074,2021-11-19,Completa,km 5,3
1075,2021-11-19,Completa,,3
1076,2021-11-19,Completa,km 5,6
1077,2021-11-19,Completa,km 5,2
1078,2021-11-24,Completa,colonia libanesa,1
1079,2021-11-11,Completa,matadero,1
1080,2021-11-11,Completa,matadero,2
1081,2021-11-11,Completa,matadero,3
1082,2021-11-19,Completa,km 5,2
1083,2021-11-19,Completa,libanesa chica,5
1084,2021-11-19,Completa,km 5,1
1085,2021-11-09,Completa,matadero,2
1086,2021-11-09,Completa,4 compuertas,4
1087,2021-11-09,Completa,matadero,7
1088,2021-11-09,Completa,matadero,1
1089,2021-11-09,Completa,matadero,6
1090,2021-11-11,Completa,matadero,1
1091,2021-10-26,Imposibilitada,colonia alcira / el 20,0
1092,2021-10-26,Completa,colonia alcira / el 20,8
1093,2021-10-26,,colonia alcira / el 20,1
1094,2021-10-26,Completa,colonia alcira / el 20,2
1095,2021-11-09,Completa,4 compuertas,3
1096,2021-11-09,Completa,4 compuertas,4
1097,2021-10-25,Completa,,2
1098,2021-10-25,Completa,colonia alcira / el 20,1
1099,2021-10-25,Completa,colonia alcira / el 20,7
1100,2021-10-26,Completa,,1
1101,2021-10-26,Completa,colonia alcira / el 20,3
1102,2021-10-26,Completa,colonia alcira / el 20,4
1103,2021-10-19,Completa,colonia alcira / el 20,4
1104,2021-09-16,Completa,tio alto,3
1105,2021-09-16,Completa,punta pozo,5
1106,2021-09-16,Completa,tio alto,2
1107,2021-09-10,Completa,tio alto,6
1108,2021-09-10,,toropan,5
1109,2021-09-10,Completa,toropan,7
1110,2021-09-14,Completa,tio alto,1
1111,2021-09-14,Completa,tio alto,4
1112,2021-09-10,Completa,toropan,4
1113,2021-09-14,Completa,punta pozo,3
1114,2021-09-10,Completa,toropan,3
1115,2021-09-10,Completa,tio alto,1
1116,2021-09-14,Completa,tio alto,12
1117,2021-09-10,,tio alto,8
1118,2021-09-14,Completa,punta pozo,8
1119,2021-09-14,Completa,punta pozo,1
1120,2021-09-10,Completa,toropan,3
1121,2021-09-10,Completa,toropan,3
1122,2021-09-14,Completa,punta pozo,7
1123,2021-09-14,,punta pozo,4
1124,2021-09-10,Completa,toropan,4
1125,2021-09-17,Completa,lote 5,7
1126,2021-09-22,Completa,vacasnioj,2
1127,2021-09-14,Completa,navicha,3
1128,2021-09-14,Completa,navicha,8
1129,2021-09-16,Completa,vacasnioj sur,3
1130,2021-09-16,Completa,vacasnioj sur,3
1131,2021-09-16,,vacasnioj sur,1
1132,2021-09-16,Completa,vacasnioj sur,1
1133,2021-09-13,Completa,navicha,3
1134,2021-09-13,Completa,navicha,1
1135,2021-09-14,Completa,navicha,7
1136,2021-09-14,Completa,navicha,5
1137,2021-09-14,Imposibilitada,navicha,0
1138,2021-09-14,Completa,,9
1139,2021-09-09,Completa,navicha,7
1140,2021-09-13,Completa,,1
1141,2021-09-13,Completa,navicha,4
1142,2021-09-13,Completa,navicha,4
1143,2021-09-13,Completa,navicha,4
1144,2021-09-08,Completa,navicha,6
1145,2021-09-08,Completa,navicha,4
1146,2021-09-08,Completa,navicha,4
1147,2021-09-09,Completa,navicha,1
1148,2021-09-09,Completa,navicha,4
1149,2021-09-09,Completa,navicha,6
1150,2021-09-08,,navicha,5
1151,2021-09-08,Completa,navicha,3
1152,2021-09-08,Completa,navicha,4
1153,2021-09-08,Completa,navicha,4
1154,2021-09-08,Completa,navicha,4
1155,2021-09-08,Completa,navicha,2
1156,2021-09-06,Completa,la costa,1
1157,2021-09-06,Imposibilitada,la costa,0
1158,2021-09-06,Imposibilitada,la costa,0
1159,2021-09-06,Completa,la costa,9
1160,2021-09-06,Completa,la costa,2
1161,2021-12-07,Completa,acequia vieja,6
1162,2021-12-07,,acequia vieja,6
1163,2021-11-30,Imposibilitada,tres puertas,0
1164,2021-11-30,Completa,tres puertas,1
1165,2021-11-30,Completa,tres puertas,1
1166,2021-12-01,Imposibilitada,tres puertas,0
1167,2021-12-01,Completa,tres puertas,1
1168,2021-11-26,Imposibilitada,tres puertas,0
1169,2021-11-26,Completa,tres puertas,2
1170,2021-11-26,Completa,tres puertas,6
1171,2021-11-26,Completa,tres puertas,5
1172,2021-11-26,Completa,tres puertas,4
1173,2021-11-25,Imposibilitada,palermo,0
1174,2021-11-25,Imposibilitada,palermo,0
1175,2021-11-25,Completa,tres puertas,7
1176,2021-11-24,Imposibilitada,bracho lujan,0
1177,2021-11-24,Completa,bracho lujan,4
1178,2021-11-24,Completa,bracho lujan,1
1179,2021-11-24,Imposibilitada,bracho lujan,0
1180,2021-11-24,Imposibilitada,bracho lujan,0
1181,2021-10-28,Completa,bracho lujan,5
1182,2021-11-09,Completa,,4
1183,2021-11-09,,bracho lujan,3
1184,2021-11-09,Completa,bracho lujan,3
1185,2021-11-24,Imposibilitada,el bracho,0
1186,2021-11-24,Imposibilitada,bracho lujan,0
1187,2021-10-28,Imposibilitada,el bracho,0
1188,2021-10-28,,el bracho,0
1189,2021-10-28,Imposibilitada,el bracho,0
1190,2021-10-28,Completa,el bracho,3
1191,2021-10-28,Imposibilitada,el bracho,0
1192,2021-10-28,Imposibilitada,el bracho,0
1193,2021-10-20,Imposibilitada,el bracho,0
1194,2021-10-20,Imposibilitada,el bracho,0
1195,2021-10-20,Completa,el bracho,2
1196,2021-10-20,Completa,el bracho,12
1197,2021-10-20,Completa,el bracho,2
1198,2021-10-20,Completa,el bracho,8
1199,2021-10-14,Completa,lago muyoj,4
1200,2021-10-14,Completa,lago muyoj,3
1201,2021-10-18,Completa,mistol paso,8
1202,2021-10-18,Completa,mistol paso,1
1203,2021-10-18,Completa,mistol paso,4
1204,2021-10-20,Imposibilitada,el bracho,0
1205,2021-10-13,Completa,lago muyoj,5
1206,2021-10-13,Completa,lago muyoj,1
1207,2021-10-13,Completa,lago muyoj,1
1208,2021-10-14,Completa,lago muyoj,4
1209,2021-10-12,Completa,salvia paso,3
1210,2021-10-12,Imposibilitada,salvia paso,0
1211,2021-10-12,Imposibilitada,salvia paso,0
1212,2021-10-12,Completa,salvia paso,3
1213,2021-10-12,Completa,salvia paso,6
1214,2021-09-30,,la costa,2
1215,2021-10-01,Completa,la costa,3
1216,2021-09-16,Completa,vacasnioj sur,7
1217,2021-09-16,Completa,,8
1218,2021-09-16,Completa,vacasnioj sur,2
1219,2021-09-16,Completa,vacasnioj sur,1
1220,2021-09-16,Completa,vacasnioj norte,4
1221,2021-09-09,Completa,navicha,4
1222,2021-09-14,Completa,navicha,1
1223,2021-09-14,Completa,navicha,4
1224,2021-09-14,Completa,navicha,5
1225,2021-09-14,Completa,navicha,7
1226,2021-09-14,Completa,navicha,3
1227,2021-09-09,Completa,navicha,1
1228,2021-09-09,Completa,navicha,5
1229,2021-09-09,Completa,navicha,5
1230,2021-09-09,Completa,navicha,4
1231,2021-09-09,Completa,navicha,6
1232,2021-09-08,Completa,navicha,6
1233,2021-09-08,,navicha,4
1234,2021-09-08,Completa,navicha,3
1235,2021-09-08,Completa,navicha,4
1236,2021-09-08,Completa,navicha,2
1237,2021-09-08,Completa,navicha,4
1238,2021-09-06,Completa,lote 1,1
1239,2021-09-07,Completa,navicha,3
1240,2021-09-06,Completa,lote 1,2
1241,2021-09-06,Completa,lote 1,2
1242,2021-09-07,Completa,navicha,8
1243,2021-09-08,Completa,navicha,5
1244,2021-10-18,Completa,las cañas,1
1245,2021-10-18,,las cañas,4
1246,2021-10-18,Imposibilitada,las cañas,0
1247,2021-10-18,Completa,las cañas,3
1248,2021-10-18,,las cañas,1
1249,2021-10-18,Completa,las cañas,3
1250,2021-12-01,Completa,san antonio oeste,2
1251,2021-12-01,Completa,san antonio oeste,6
1252,2021-12-01,,libanesa chica,3
1253,2021-12-01,Imposibilitada,san antonio oeste,0
1254,2021-12-01,Imposibilitada,san antonio oeste,0
1255,2021-12-01,Completa,san antonio oeste,2
1256,2021-12-01,Completa,san antonio oeste,0
1257,2021-10-20,Completa,el bracho,4
1258,2021-10-20,Completa,el bracho,3
1259,2021-10-20,Completa,el bracho,2
1260,2021-10-20,Completa,,1
1261,2021-10-19,Completa,colonia alcira / el 20,2
1262,2021-10-19,Completa,colonia alcira / el 20,3
1263,2021-10-19,,colonia alcira / el 20,2
1264,2021-10-19,Completa,colonia alcira / el 20,2
1265,2021-10-19,Completa,colonia alcira / el 20,4
1266,2021-10-18,Completa,las cañas,6
1267,2021-10-18,Completa,las cañas,4
1268,2021-10-18,Completa,las cañas,1
1269,2021-10-19,Completa,colonia alcira / el 20,1
1270,2021-10-19,Completa,colonia alcira / el 20,6
1271,2021-10-25,Completa,colonia alcira / el 20,2
1272,2021-10-25,Completa,colonia alcira / el 20,1
1273,2021-10-25,Completa,colonia alcira / el 20,1
1274,2021-10-19,Completa,colonia alcira / el 20,2
1275,2021-10-19,Completa,colonia alcira / el 20,5
1276,2021-10-19,Completa,colonia alcira / el 20,3
1277,2021-10-19,Completa,colonia alcira / el 20,0
1278,2021-10-19,Completa,colonia alcira / el 20,4
1279,2021-10-19,Completa,colonia alcira / el 20,3
1280,2021-10-13,Completa,colonia alcira / el 20,3
1281,2021-10-13,Completa,colonia alcira / el 20,8
1282,2021-10-19,Completa,colonia alcira / el 20,3
1283,2021-10-19,Completa,colonia alcira / el 20,3
1284,2021-10-19,Completa,colonia alcira / el 20,5
1285,2021-10-19,Completa,colonia alcira / el 20,2
1286,2021-10-12,,colonia alcira / el 20,4
1287,2021-10-12,Imposibilitada,colonia alcira / el 20,0
1288,2021-10-12,Completa,colonia alcira / el 20,4
1289,2021-10-12,Completa,colonia alcira / el 20,3
